,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
451,Tata,Tigor,Revotron Xe,575000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4.0,24.12,23,23 km/litre,,992 kg,5,165 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,,,155/80 R13,155/80 R13,Electric Power,,,,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5.0,Vinyl,Manual,2450 mm,155/80 R13,,Yes,Not on offer,,Yes,,,Internal,419 litres,,,Yes,Digital,Centre,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.1 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",,,,Yes,,,Rake,,,,Yes,,,,Yes,,,Yes,,Manual Adjustment,,,,,,,,,,,,,,,,"Revotron 1.2 L, BS6 Engine",,,,,,,
452,Tata,Tigor,Revotron Xm,610000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4.0,24.12,23,23 km/litre,,992 kg,5,165 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,,,155/80 R13,155/80 R13,Electric Power,All Windows,,,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5.0,Vinyl,Manual,2450 mm,155/80 R13,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,419 litres,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.1 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",,,Yes,Yes,,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,,Yes,,Manual Adjustment,Yes,,,,,,,,,,,,,,,"Revotron 1.2 L, BS6 Engine",,,,,,,
453,Tata,Tigor,Revotron Xz,650000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4.0,24.12,23,23 km/litre,,992 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,,,175/60 R15,175/60 R15,Electric Power,All Windows,,Remote,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2450 mm,175/60 R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",419 litres,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.8:1,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,,,,,,,"Revotron 1.2 L, BS6 Engine",,,,,,,
454,Tata,Tigor,Revotron Xz Plus,699000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4.0,24.12,23,23 km/litre,,992 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,,,175/60 R15,175/60 R15,Electric Power,All Windows,,"Remote, Smart Key",86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5.0,Vinyl,Manual,2450 mm,175/60 R15,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",419 litres,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,10.8:1,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,,,,,,,"Revotron 1.2 L, BS6 Engine",,,,,,,
455,Tata,Tigor,Revotron Xma,660000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4.0,24.12,23,23 km/litre,,992 kg,5,165 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,,,155/80 R13,155/80 R13,Electric Power,All Windows,,,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5.0,Vinyl,AMT,2450 mm,155/80 R13,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,419 litres,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.1 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,,Yes,,Manual Adjustment,Yes,,,Cup Holders,,Yes,,,,,,,,,,"Revotron 1.2 L, BS6 Engine",,,,,,,
456,Tata,Tigor,Revotron Xza Plus,749000,1199 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4.0,24.12,23,23 km/litre,,992 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,,,175/60 R15,175/60 R15,Electric Power,All Windows,,"Remote, Smart Key",86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5.0,Vinyl,AMT,2450 mm,175/60 R15,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",419 litres,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,10.8:1,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,,,,,,,"Revotron 1.2 L, BS6 Engine",,,,,,,
457,Tata,Zest,Xe Petrol,582287,1193 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1570,3995,1706,Sedan,4.0,13.2,17.6,17.6 km/litre,,1135 kg,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,Only Front Windows,,Yes,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,390 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,,Yes,,1531 kg,,Yes,,Yes,Yes,,9.1,Rake,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
458,Tata,Zest,Xe Diesel,702946,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,4.0,19.2,23,23 km/litre,,1152 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,Only Front Windows,,Yes,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,390 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,,Yes,,1531 kg,,Yes,,Yes,Yes,,,Rake,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
459,Tata,Zest,Xm Petrol,653926,1193 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1570,3995,1706,Sedan,4.0,13.2,17.6,17.6 km/litre,,1135 kg,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,CD Player with USB Only,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,,Yes,Yes,Yes,Yes,,9.1,Rake,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
460,Tata,Zest,Xms Petrol,672641,1193 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1570,3995,1706,Sedan,4.0,13.2,17.6,17.6 km/litre,,1129 kg,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,9.1:1,Rake,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
461,Tata,Zest,Xt Petrol,732475,1193 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1570,3995,1706,Sedan,4.0,13.2,17.6,17.6 km/litre,,1135 kg,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5000rpm,140Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,9.1:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
462,Tata,Zest,Xm Diesel,767317,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,4.0,19.2,23,23 km/litre,,1106 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,,Yes,Yes,Yes,Yes,,17.1,Rake,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
463,Tata,Zest,Xms Diesel,793898,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,5.0,19.2,20,20.65 km/litre,,1155 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.1:1,Rake,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
464,Tata,Zest,Xt Diesel,855362,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,4.0,19.2,23,23 km/litre,,1170 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@4000rpm,200NM@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.1:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
466,Tata,Zest,Xta Diesel,989000,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,4.0,19.2,23,23 km/litre,,1185 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@4000rpm,200NM@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.1:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
467,Tata,Zest,Zest Premio Edition,788797,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,5.0,19.2,20,20.65 km/litre,,1155 kg,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450 mm,1440 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2470 mm,185/60R15,,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1531 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.1:1,Rake,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,
488,Maruti Suzuki,Gypsy,Hard Top,637343,1298 cc,4.0,4.0,4WD,In-line,BS III,"Front, Transverse",Injection,40,Petrol,1875,4010,1540,SUV,3.0,10.2,14.8,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Leaf spring with Double action damper,Leaf spring with Double action damper,1300 mm,1310 mm,205/70,205/70,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Analog,Not on offer,,8.0,Fabric,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,350 litres,,,,,Not on offer,,Front & Rear,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog,Manual,Analog + Digital,,5.1 meter,Yes,Co-Driver Only,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Maruti Suzuki,Gypsy,Soft Top,622730,1298 cc,4.0,4.0,4WD,In-line,BS III,"Front, Transverse",Injection,40,Petrol,1845,4010,1540,SUV,3.0,10.2,14.8,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Rear Leaf spring with Double action damper,Rear Leaf spring with Double action damper,1300 mm,1310 mm,205/70,205/70,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Analog,Not on offer,,8.0,Fabric,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,,,,,,Not on offer,,,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog,Manual,Analog,,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Fiat,Linea,Active Fire,715860,1368 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1487,4596,1730,Sedan,4.0,113,15.7,15.7 km/litre,,1220 kg,5,185 mm,Ventilated Disc,Solid Disc,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",1471 mm,1466 mm,195/60R15,195/60R15,Hydraulic Power,All Windows,,Remote,114PS@5000rpm,207Nm@4500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2603 mm,195/60R15,,,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,500 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,2 Years /150000 Kms (Whichever comes earlier),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,Yes,1540 kg,,Yes,Yes,Yes,,,17.6:1,Rake,,,,,Yes,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,
528,Fiat,Linea,Active Multijet,862175,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1494,4596,1730,Sedan,4.0,17.2,20.4,20.4 km/litre,,1236 kg,5,185 mm,Ventilated Disc,Drum,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",1471 mm,1466 mm,195/60R15,195/60R15,Hydraulic Power,All Windows,,Remote,93PS@4000RPM,209Nm@2000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2603 mm,195/60R15,,,CD Player with USB & Aux-in,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,500 litres,Yes,Yes,Yes,Digital,Not on offer,,Front,Yes,2 Years /150000 Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,Yes,1540 kg,,Yes,Yes,Yes,,,17.6:1,Rake,,,,,,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,Yes,,,,,,,,,,,
